18.310, 191.240, 0.000,  0.000
18.307, 195.270, 0.000,  0.005
18.307, 195.270, 0.000,  0.315
18.307, 195.270, 0.000,  0.358
18.307, 195.270, 0.000,  0.403
18.307, 195.270, 0.000,  0.691
18.307, 195.270, 0.000,  0.734
18.307, 195.270, 0.000,  0.774
18.307, 195.270, 0.000,  1.093
18.307, 195.270, 0.000,  1.132
18.309, 195.272, 0.130,  1.171
19.553, 196.171, 3.461,  1.721
19.727, 196.270, 3.666,  1.761
19.906, 196.370, 3.881,  1.799
18.620, 202.605, 8.121,  2.790
18.411, 202.978, 8.099,  2.840
18.227, 203.286, 8.091,  2.881
18.034, 205.643, 7.924,  3.178
18.066, 205.985, 8.149,  3.219
18.123, 206.418, 8.504,  3.269
18.612, 209.165, 10.206,  3.560
18.714, 209.596, 10.419,  3.601
18.813, 210.010, 10.620,  3.640
21.647, 221.487, 14.702,  4.565
21.835, 222.039, 14.862,  4.605
22.015, 222.589, 15.014,  4.643
22.434, 226.775, 15.016,  4.921
22.408, 227.389, 14.978,  4.962
22.366, 228.007, 14.946,  5.001
21.916, 232.127, 15.195,  5.277
21.810, 232.738, 15.381,  5.317
21.700, 233.363, 15.571,  5.359
21.267, 237.638, 16.707,  5.624
20.892, 244.055, 18.077,  5.992
20.868, 244.763, 18.213,  6.030
20.853, 245.467, 18.341,  6.068
21.085, 250.684, 19.244,  6.346
21.156, 251.416, 19.362,  6.384
21.235, 252.146, 19.484,  6.421
21.894, 257.838, 20.413,  6.709
21.999, 258.614, 20.447,  6.746
22.111, 259.565, 20.428,  6.793
22.375, 265.052, 20.278,  7.063
22.373, 265.979, 20.249,  7.109
22.369, 266.735, 20.230,  7.147
22.268, 272.337, 20.814,  7.420
22.235, 273.135, 20.929,  7.460
22.199, 273.958, 21.048,  7.498
22.211, 280.089, 21.884,  7.783
22.250, 281.116, 22.012,  7.830
22.302, 282.150, 22.143,  7.877
22.677, 288.671, 22.939,  8.166
22.754, 289.718, 23.064,  8.212
22.830, 290.779, 23.188,  8.258
22.911, 297.323, 23.922,  8.536
22.874, 298.458, 24.039,  8.582
22.837, 299.322, 24.152,  8.627
22.369, 306.371, 24.299,  8.909
22.260, 307.473, 24.264,  8.954
