12.359743118286133,-30.374706268310547,20
12.389278411865234,-28.809982299804688,20
12.389278411865234,-28.809982299804688,20
12.404375076293945,-28.01012420654297,20
12.419473648071289,-27.210268020629883,20
12.4345703125,-26.410409927368164,20
12.449668884277344,-25.610551834106445,20
12.464765548706055,-24.810693740844727,20
12.479864120483398,-24.01083755493164,20
12.49496078491211,-23.210979461669922,20
12.510059356689453,-22.411121368408203,20
12.525156021118164,-21.611265182495117,20
12.540254592895508,-20.8114070892334,20
12.555351257324219,-20.01154899597168,20
12.570449829101562,-19.21169090270996,20
12.585546493530273,-18.411834716796875,20
12.600643157958984,-17.611976623535156,20
12.615741729736328,-16.81212043762207,20
12.630838394165039,-16.01226234436035,20
12.645936965942383,-15.212403297424316,20
12.661033630371094,-14.412546157836914,20
12.676132202148438,-13.612688064575195,20
12.691228866577148,-12.812830924987793,20
12.706327438354492,-12.012972831726074,20
12.721424102783203,-11.213116645812988,20
12.736522674560547,-10.41325855255127,20
12.751619338989258,-9.61340045928955,20
12.766716003417969,-8.813542366027832,20
12.781814575195312,-8.013686180114746,20
12.796911239624023,-7.213827610015869,20
12.812009811401367,-6.41396951675415,20
12.827106475830078,-5.6141133308410645,20
12.842205047607422,-4.814255237579346,20
12.857301712036133,-4.014397144317627,20
12.872400283813477,-3.214539051055908,20
12.887496948242188,-2.4146828651428223,20
12.902595520019531,-1.6148250102996826,20
12.917692184448242,-0.8149669170379639,20
