18.310, 191.240, 0.000,  0.000
18.308, 195.270, 0.000,  0.792
18.308, 195.270, 0.000,  0.835
18.308, 195.270, 0.000,  1.159
18.308, 195.270, 0.000,  1.210
18.308, 195.270, 0.000,  1.255
18.308, 195.270, 0.000,  1.526
18.308, 195.270, 0.000,  1.575
18.308, 195.270, 0.000,  1.614
19.677, 196.242, 3.588,  2.586
19.857, 196.341, 3.791,  2.626
20.044, 196.441, 4.007,  2.666
20.416, 197.621, 5.279,  2.933
20.364, 197.963, 5.581,  2.991
16.199, 205.683, 8.515,  4.096
15.786, 206.056, 8.902,  4.156
14.784, 208.474, 10.065,  4.433
14.807, 208.993, 10.250,  4.478
14.862, 209.479, 10.417,  4.522
15.816, 212.684, 11.460,  4.793
16.050, 213.157, 11.606,  4.835
16.343, 213.714, 11.821,  4.884
17.636, 216.851, 13.033,  5.151
17.845, 217.334, 13.208,  5.190
18.089, 217.928, 13.416,  5.238
18.769, 220.506, 14.244,  5.431
19.110, 222.431, 14.650,  5.565
19.505, 226.219, 14.533,  5.826
19.538, 226.832, 14.516,  5.867
19.577, 227.552, 14.499,  5.917
19.826, 231.771, 15.346,  6.202
19.853, 232.369, 15.523,  6.241
19.884, 232.982, 15.697,  6.280
20.252, 237.599, 16.843,  6.564
20.329, 238.415, 17.026,  6.613
20.407, 239.233, 17.204,  6.660
21.014, 245.050, 18.379,  6.988
21.112, 245.918, 18.544,  7.035
21.204, 246.785, 18.702,  7.082
21.470, 251.783, 19.576,  7.343
21.487, 252.727, 19.733,  7.392
21.499, 253.710, 19.896,  7.442
21.542, 259.361, 20.218,  7.721
21.537, 260.316, 20.195,  7.768
21.537, 261.273, 20.172,  7.816
21.762, 266.658, 20.132,  8.083
21.829, 267.599, 20.280,  8.130
21.903, 268.556, 20.429,  8.177
22.398, 274.034, 21.221,  8.441
22.501, 275.007, 21.355,  8.486
22.601, 275.976, 21.486,  8.532
22.916, 281.979, 22.264,  8.807
22.933, 283.007, 22.388,  8.852
22.940, 284.037, 22.512,  8.898
22.834, 290.081, 23.210,  9.165
22.783, 291.191, 23.335,  9.210
22.728, 292.248, 23.456,  9.255
22.425, 298.153, 24.124,  9.503
22.363, 299.244, 24.246,  9.549
22.301, 300.344, 24.302,  9.594
22.120, 306.660, 24.154,  9.855
22.121, 307.747, 24.124,  9.900
22.131, 309.035, 24.090,  9.953
22.128, 315.219, 24.096, 10.210
22.121, 316.344, 24.160, 10.257
22.110, 317.407, 24.232, 10.300
22.013, 323.905, 24.797, 10.566
21.988, 325.007, 24.904, 10.610
21.968, 326.105, 25.008, 10.654
22.185, 332.600, 25.624, 10.910
22.269, 333.720, 25.724, 10.954
22.369, 334.872, 25.828, 10.999
23.165, 341.513, 26.398, 11.255
23.346, 342.664, 26.494, 11.299
23.538, 343.818, 26.587, 11.343
24.728, 350.492, 25.498, 11.601
24.943, 351.595, 25.128, 11.646
25.158, 352.670, 24.732, 11.691
26.457, 358.934, 23.075, 11.958
26.666, 359.922, 22.815, 12.002
26.877, 360.907, 22.614, 12.047
28.216, 366.523, 22.376, 12.305
28.466, 367.502, 22.423, 12.349
28.763, 368.646, 22.497, 12.402
30.227, 374.285, 22.606, 12.660
30.480, 375.244, 22.571, 12.704
30.735, 376.201, 22.510, 12.748
32.318, 381.602, 21.084, 13.005
32.600, 382.491, 20.764, 13.049
32.883, 383.353, 20.445, 13.093
34.660, 388.082, 19.407, 13.347
34.991, 388.869, 19.254, 13.392
35.335, 389.660, 19.117, 13.437
37.496, 394.052, 18.967, 13.696
37.908, 394.801, 19.032, 13.740
38.353, 395.595, 19.119, 13.788
40.854, 400.014, 19.725, 14.049
41.301, 400.780, 19.839, 14.094
41.749, 401.543, 19.955, 14.138
44.536, 406.079, 20.638, 14.402
45.061, 406.894, 20.760, 14.447
45.569, 407.666, 20.870, 14.492
49.054, 412.303, 21.528, 14.765
49.689, 413.062, 21.634, 14.812
50.343, 413.820, 21.742, 14.857
54.344, 418.145, 22.362, 15.124
55.059, 418.860, 22.467, 15.169
55.781, 419.571, 22.575, 15.215
60.246, 423.796, 23.224, 15.483
61.015, 424.490, 23.332, 15.527
61.794, 425.183, 23.440, 15.571
66.825, 429.448, 24.108, 15.849
67.667, 430.131, 24.215, 15.893
68.510, 430.805, 24.320, 15.938
73.940, 434.910, 24.940, 16.215
74.890, 435.589, 25.039, 16.263
75.674, 436.140, 25.114, 16.300
81.496, 439.969, 25.374, 16.576
82.509, 440.591, 25.380, 16.623
83.523, 441.203, 25.382, 16.669
89.406, 444.589, 25.639, 16.935
90.454, 445.163, 25.720, 16.983
91.523, 445.737, 25.805, 17.029
97.742, 448.791, 26.329, 17.295
98.871, 449.299, 26.424, 17.342
100.029, 449.807, 26.523, 17.390
107.136, 452.741, 27.128, 17.676
108.326, 453.200, 27.229, 17.724
109.515, 453.652, 27.330, 17.769
116.615, 456.184, 27.915, 18.043
117.858, 456.597, 28.014, 18.089
119.064, 456.988, 28.109, 18.134
126.146, 459.128, 28.655, 18.396
127.234, 459.433, 28.736, 18.437
128.857, 459.881, 28.847, 18.493
135.593, 461.728, 27.544, 18.739
136.809, 462.056, 27.086, 18.785
137.769, 462.314, 26.695, 18.824
144.014, 464.027, 23.701, 19.080
145.068, 464.326, 23.088, 19.126
146.095, 464.620, 22.476, 19.173
151.524, 466.153, 21.163, 19.435
152.498, 466.427, 21.166, 19.484
153.472, 466.699, 21.201, 19.531
158.744, 468.308, 21.651, 19.788
159.750, 468.640, 21.761, 19.837
160.546, 468.908, 21.850, 19.874
165.762, 470.517, 22.450, 20.122
166.777, 470.803, 22.566, 20.167
167.748, 471.074, 22.677, 20.213
173.553, 472.640, 23.323, 20.474
174.620, 472.914, 23.439, 20.522
175.694, 473.192, 23.555, 20.568
181.413, 474.872, 24.164, 20.819
182.508, 475.222, 24.277, 20.866
183.376, 475.507, 24.366, 20.903
189.227, 477.519, 24.951, 21.155
190.335, 477.923, 25.060, 21.201
191.425, 478.321, 25.168, 21.248
197.572, 480.280, 25.758, 21.500
198.737, 480.612, 25.864, 21.548
199.916, 480.941, 25.970, 21.594
206.328, 482.608, 26.518, 21.848
207.314, 482.841, 26.599, 21.891
208.676, 483.161, 26.716, 21.936
215.424, 485.000, 27.299, 22.197
216.680, 485.381, 27.400, 22.244
217.686, 485.697, 27.481, 22.283
224.575, 487.997, 28.018, 22.544
225.848, 488.455, 28.115, 22.592
227.067, 488.900, 28.212, 22.638
233.918, 491.377, 28.761, 22.894
235.218, 491.843, 28.863, 22.942
236.475, 492.278, 28.959, 22.989
243.636, 494.444, 29.452, 23.244
244.991, 494.797, 29.534, 23.291
246.302, 495.125, 29.617, 23.337
253.835, 496.944, 30.103, 23.597
255.224, 497.260, 30.196, 23.643
256.321, 497.509, 30.272, 23.681
264.008, 499.519, 30.788, 23.941
265.382, 499.928, 30.870, 23.988
266.785, 500.361, 30.955, 24.035
274.411, 502.800, 30.676, 24.292
275.669, 503.225, 30.504, 24.338
276.755, 503.594, 30.314, 24.375
283.955, 505.779, 27.813, 24.633
285.181, 506.103, 27.242, 24.679
286.353, 506.398, 26.670, 24.724
292.678, 507.737, 23.952, 24.981
293.781, 507.916, 23.482, 25.028
294.861, 508.078, 23.064, 25.075
300.545, 508.905, 22.239, 25.331
